ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
787 NE 87th St,25.855593,-80.181246,8.5,102,11,113869.8,521130.2,21,252687.6,382312.4,11880,Miami,Miami-Dade County,635000,33138,2018
7601 Coquina Dr,25.84613,-80.157863,13.9,166.8,11,73804.5,561195.5,21,163779,471221,7700,North Bay Village,Miami-Dade County,635000,33141,2018
1035 NE 82nd Street,25.850657,-80.175758,2.5,30,11,107831.25,527168.75,21,239287.5,395712.5,11250,Miami,Miami-Dade County,635000,33138,2017
660 NE 72nd St,25.840858,-80.183045,13.9,166.8,11,102517.6733,532482.3267,21,227496.1828,407503.8172,10695.63624,Miami,Miami-Dade County,635000,33138,2016
1440 MARSEILLE DR,25.854501,-80.135416,1.8,21.6,11,102517.6733,532482.3267,21,227496.1828,407503.8172,10695.63624,Miami Beach,Miami-Dade County,635000,33141,2014
260 N SHORE DR,25.860571,-80.132021,7.1,85.2,11,102517.6733,527482.3267,21,227496.1828,402503.8172,10695.63624,Miami Beach,Miami-Dade County,630000,33141,2014
71 NE 46th St,25.818049,-80.194064,8.9,106.8,11,55113.75,573886.25,21,122302.5,506697.5,5750,Miami,Miami-Dade County,629000,33137,2017
8800 NE 9th Ct,25.856258,-80.178067,2.9,34.8,11,79076.25,549923.75,21,175477.5,453522.5,8250,Miami,Miami-Dade County,629000,33138,2019
670 NE 58th St,25.829302,-80.181482,0.3,3.6,11,52353.27,576646.73,21,116176.74,512823.26,5462,Miami,Miami-Dade County,629000,33137,2017
1799 Bay Dr,25.849907,-80.138883,13.9,166.8,11,71120.7,557879.3,21,157823.4,471176.6,7420,Miami Beach,Miami-Dade County,629000,33141,2016
1775 BIARRITZ DR,25.850779,-80.138547,5,60,11,102517.6733,526482.3267,21,227496.1828,401503.8172,10695.63624,Miami Beach,Miami-Dade County,629000,33141,2015
151 NE 43rd St,25.81584,-80.192406,0.8,9.6,11,50321.25,574678.75,21,111667.5,513332.5,5250,Miami,Miami-Dade County,625000,33137,2018
7404 Gary Ave,25.859173,-80.128486,7.1,85.2,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2019
775 NE 75th St,25.844479,-80.180295,0.2,2.4,11,59906.25,565093.75,21,132937.5,492062.5,6250,Miami,Miami-Dade County,625000,33138,2018
1515 Bay Dr,25.851523,-80.134098,1.9,22.8,11,79967.655,545032.345,21,177455.61,447544.39,8343,Miami Beach,Miami-Dade County,625000,33141,2018
637 NE 67th St,25.837476,-80.18349,13.9,166.8,11,55113.75,569886.25,21,122302.5,502697.5,5750,Miami,Miami-Dade County,625000,33138,2017
832 Raymond St,25.857275,-80.127006,13.9,166.8,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2017
920 N Shore Dr,25.859325,-80.142811,8.5,102,11,71206.965,553793.035,21,158014.83,466985.17,7429,Miami Beach,Miami-Dade County,625000,33141,2016
990 NE 72nd Ter,25.841709,-80.176653,0.9,10.8,11,63443.115,561556.885,21,140786.13,484213.87,6619,Miami,Miami-Dade County,625000,33138,2016
7531 Center Bay Dr,25.845924,-80.158645,5,60,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,North Bay Village,Miami-Dade County,625000,33141,2016
1595 Biarritz Dr,25.851462,-80.135887,13.9,166.8,11,61641.135,563358.865,21,136787.37,488212.63,6431,Miami Beach,Miami-Dade County,625000,33141,2016
525 Fairway Dr,25.860279,-80.136173,13.9,166.8,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2016
1180 NE 86 ST,25.855374,-80.193103,5,60,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami,Miami-Dade County,625000,33138,2015
7524 BUCCANEER AV,25.845734,-80.152495,3.6,43.2,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami,Miami-Dade County,625000,33141,2015
340 N SHORE DR,25.860698,-80.133549,13.9,166.8,11,102517.6733,522482.3267,21,227496.1828,397503.8172,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2014
708 NE 75th St,25.843931,-80.182009,13.9,166.8,11,56551.5,568348.5,21,125493,499407,5900,Miami,Miami-Dade County,624900,33138,2018
531 NE 52nd St,25.824,-80.183838,13.9,166.8,11,80159.355,543840.645,21,177881.01,446118.99,8363,Miami,Miami-Dade County,624000,33137,2019
1111 NE 91 TE,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,520782.3267,21,227496.1828,395803.8172,10695.63624,Miami Shores,Miami-Dade County,623300,33138,2014
578 NE 93 ST,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,517809.3267,21,227496.1828,392830.8172,10695.63624,Miami Shores,Miami-Dade County,620327,33138,2015
4724 NE 1 AV,25.822892,-80.187228,13.9,166.8,11,102517.6733,517482.3267,21,227496.1828,392503.8172,10695.63624,Miami,Miami-Dade County,620000,33137,2014
1181 NE 92nd St,25.860757,-80.173996,7.1,85.2,11,89859.375,530140.625,21,199406.25,420593.75,9375,Miami Shores,Miami-Dade County,620000,33138,2017
649 NE 56 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,517382.3267,21,227496.1828,392403.8172,10695.63624,Miami,Miami-Dade County,619900,33137,2014
1045 NE 82nd Ter,25.851459,-80.175459,7.1,85.2,11,79871.805,539128.195,21,177242.91,441757.09,8333,Miami,Miami-Dade County,619000,33138,2018
7431 Coquina Dr,25.844992,-80.157815,13.9,166.8,11,73804.5,545195.5,21,163779,455221,7700,North Bay Village,Miami-Dade County,619000,33141,2016
900 NE 74th St,25.843256,-80.177876,5,60,11,89916.885,528083.115,21,199533.87,418466.13,9381,Miami,Miami-Dade County,618000,33138,2019
150 NE 45th St,25.816825,-80.192448,5,60,11,50330.835,564669.165,21,111688.77,503311.23,5251,Miami,Miami-Dade County,615000,33137,2017
8001 NE 7th Ave,25.848989,-80.18247,3,36,11,120962.7,494037.3,21,268427.4,346572.6,12620,Miami,Miami-Dade County,615000,33138,2018
803 NE 70th St,25.839873,-80.179974,7.1,85.2,11,49171.05,565828.95,21,109115.1,505884.9,5130,Miami,Miami-Dade County,615000,33138,2017
757 NE 74th St,25.8436,-80.180766,6.4,76.8,11,56551.5,553448.5,21,125493,484507,5900,Miami,Miami-Dade County,610000,33138,2017
756 NE 75 ST,25.855374,-80.193103,5,60,11,102517.6733,507472.3267,21,227496.1828,382493.8172,10695.63624,Miami,Miami-Dade County,609990,33138,2014
714 NE 73RD STREET,25.842355,-80.181806,0.3,3.6,11,84827.25,525072.75,21,188239.5,421660.5,8850,Miami,Miami-Dade County,609900,33138,2019
7525 Hispanola Ave,25.845805,-80.15026,3.5,42,11,68436.9,539063.1,21,151867.8,455632.2,7140,North Bay Village,Miami-Dade County,607500,33141,2019
717 NE 73rd St,25.842776,-80.181798,1.5,18,11,56551.5,543448.5,21,125493,474507,5900,Miami,Miami-Dade County,600000,33138,2019
7611 Coquina Dr,25.846319,-80.15787,13.9,166.8,11,73804.5,526195.5,21,163779,436221,7700,North Bay Village,Miami-Dade County,600000,33141,2017
635 S Shore Dr,25.855832,-80.137695,3.1,37.2,11,69012,530988,21,153144,446856,7200,Miami Beach,Miami-Dade County,600000,33141,2017
7700 Coquina Dr,25.846841,-80.158372,3.8,45.6,11,76680,523320,21,170160,429840,8000,North Bay Village,Miami-Dade County,600000,33141,2016
910 NE 72nd St,25.841008,-80.177764,13.9,166.8,11,71887.5,528112.5,21,159525,440475,7500,Miami,Miami-Dade County,600000,33138,2016
168 NE 47 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,497481.3267,21,227496.1828,372502.8172,10695.63624,Miami,Miami-Dade County,599999,33137,2014
8565 NE 4th Ave Rd,25.854006,-80.188642,5,60,11,143775,456224,21,319050,280949,15000,El Portal,Miami-Dade County,599999,33138,2018
1500 N TREASURE DR,25.847021,-80.153742,13.9,166.8,11,102517.6733,497481.3267,21,227496.1828,372502.8172,10695.63624,North Bay Village,Miami-Dade County,599999,33141,2015
6835 RUE GRANVILLE,25.850314,-80.139877,5,60,11,102517.6733,497481.3267,21,227496.1828,372502.8172,10695.63624,Miami Beach,Miami-Dade County,599999,33141,2015
211 NE 46th St,25.818117,-80.191138,7.5,90,11,102517.6733,497382.3267,21,227496.1828,372403.8172,10695.63624,Miami,Miami-Dade County,599900,33137,2016
6921 Trouville Esplanade,25.851262,-80.136843,1.5,18,11,62302.5,537597.5,21,138255,461645,6500,Miami Beach,Miami-Dade County,599900,33141,2019
440 NE 91st St,25.858575,-80.188239,7.1,85.2,11,97048.125,502851.875,21,215358.75,384541.25,10125,Miami Shores,Miami-Dade County,599900,33138,2017
643 NE 74th St,25.843511,-80.183322,3.8,45.6,11,84827.25,515072.75,21,188239.5,411660.5,8850,Miami,Miami-Dade County,599900,33138,2016
736 NE 82 TE,25.855374,-80.193103,5,60,11,102517.6733,497382.3267,21,227496.1828,372403.8172,10695.63624,Miami,Miami-Dade County,599900,33138,2015
333 NE 91 ST,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,497032.3267,21,227496.1828,372053.8172,10695.63624,Miami Shores,Miami-Dade County,599550,33138,2014
921 NE 81st St,25.849816,-80.177501,3.3,39.6,11,64986.3,534513.7,21,144210.6,455289.4,6780,Miami,Miami-Dade County,599500,33138,2018
280 NE 89th St,25.856597,-80.191553,0.3,3.6,11,79363.8,519636.2,21,176115.6,422884.4,8280,El Portal,Miami-Dade County,599000,33138,2019
812 NE 92nd St,25.860186,-80.18068,5,60,11,67095,531905,21,148890,450110,7000,Miami Shores,Miami-Dade County,599000,33138,2019
1046 NE 90th St,25.858598,-80.175846,3.6,43.2,11,95850,503150,21,212700,386300,10000,Miami,Miami-Dade County,599000,33138,2019
775 NE 74th St,25.843621,-80.180174,0.1,1.2,11,84827.25,514172.75,21,188239.5,410760.5,8850,Miami,Miami-Dade County,599000,33138,2018
7549 W Treasure Dr,25.84666,-80.154628,8,96,11,68436.9,530563.1,21,151867.8,447132.2,7140,North Bay Village,Miami-Dade County,599000,33141,2018
576 NE 76th St,25.844793,-80.185145,9.2,110.4,11,67095,531905,21,148890,450110,7000,Miami,Miami-Dade County,599000,33138,2018
864 NE 91st Ter,25.859317,-80.179667,7.8,93.6,11,132848.1,466151.9,21,294802.2,304197.8,13860,Miami Shores,Miami-Dade County,599000,33138,2018
7280 NE 8th Ave,25.842096,-80.179893,2.2,26.4,11,73123.965,525876.035,21,162268.83,436731.17,7629,Miami,Miami-Dade County,599000,33138,2018
740 N Shore Dr,25.860441,-80.140062,13.9,166.8,11,71206.965,527793.035,21,158014.83,440985.17,7429,Miami Beach,Miami-Dade County,599000,33141,2018
7291 NE 8 Ave,25.855374,-80.193103,5,60,11,67861.8,531138.2,21,150591.6,448408.4,7080,Miami,Miami-Dade County,599000,33138,2018
7401 Center Bay Dr,25.844403,-80.15858,0.4,4.8,11,73804.5,525195.5,21,163779,435221,7700,North Bay Village,Miami-Dade County,599000,33141,2018
673 NE 73rd St,25.842738,-80.182705,2,24,11,84827.25,514172.75,21,188239.5,410760.5,8850,Miami,Miami-Dade County,599000,33138,2018
880 NE 71st St,25.840231,-80.178671,13.9,166.8,11,59906.25,539093.75,21,132937.5,466062.5,6250,Miami,Miami-Dade County,599000,33138,2017
455 NE 91st St,25.859141,-80.187882,4.4,52.8,11,60864.75,538135.25,21,135064.5,463935.5,6350,Miami Shores,Miami-Dade County,599000,33138,2017
6205 Lagorce Dr,25.843131,-80.126041,5,60,11,71887.5,527112.5,21,159525,439475,7500,Miami Beach,Miami-Dade County,599000,33140,2017
1080 NE 92nd St,25.860209,-80.1754,5,60,11,84376.755,514623.245,21,187239.81,411760.19,8803,Miami Shores,Miami-Dade County,599000,33138,2017
764 NE 71st St,25.840163,-80.180955,7.1,85.2,11,59906.25,539093.75,21,132937.5,466062.5,6250,Miami,Miami-Dade County,599000,33138,2017
1231 NE 85th St,25.854142,-80.173649,13.9,166.8,11,49362.75,549637.25,21,109540.5,489459.5,5150,Miami,Miami-Dade County,599000,33138,2017
736 NE 94th St,25.861616,-80.182718,7.1,85.2,11,92734.875,506265.125,21,205787.25,393212.75,9675,Miami Shores,Miami-Dade County,599000,33138,2016
7529 Adventure Ave,25.845852,-80.153708,2.6,31.2,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,North Bay Village,Miami-Dade County,599000,33141,2016
645 NE 82nd Ter,25.851122,-80.183723,7.5,90,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2016
7730 Beachview Dr,25.846935,-80.15735,7.1,85.2,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,North Bay Village,Miami-Dade County,599000,33141,2016
991 NE 73rd St,25.842937,-80.176385,13.9,166.8,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2016
982 NE 90th St,25.858671,-80.177259,3.6,43.2,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2016
362 NE 92 ST,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami Shores,Miami-Dade County,599000,33138,2015
555 NE 52 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33137,2015
1570 N TREASURE DR,25.847051,-80.152543,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,North Bay Village,Miami-Dade County,599000,33141,2015
1015 NE 81ST ST,25.849847,-80.176183,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2015
683 NE 69 ST,25.855374,-80.193103,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2015
7505 BOUNTY AV,25.844896,-80.152802,7.1,85.2,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,North Bay Village,Miami-Dade County,599000,33141,2015
860 NE 73 ST,25.855374,-80.193103,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2015
671 NE 51 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33137,2015
1500 BIARRITZ DR,25.851895,-80.134188,2.400000095,28.80000114,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami Beach,Miami-Dade County,599000,33141,2015
655 NE 50 TE,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33137,2015
917 NE 90 ST,25.855374,-80.193103,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2015
1168 NE 88 ST,25.855374,-80.193103,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami,Miami-Dade County,599000,33138,2015
810 N SHORE DR,25.86018,-80.141148,7.1,85.2,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami Beach,Miami-Dade County,599000,33141,2015
6920 TROUVILLE ESPLAN,25.851111,-80.137463,5,60,11,102517.6733,496482.3267,21,227496.1828,371503.8172,10695.63624,Miami Beach,Miami-Dade County,599000,33141,2014
1368 Normandy drive,25.854341,-80.13394,0.3,3.6,11,56321.46,541678.54,21,124982.52,473017.48,5876,Miami Beach,Miami-Dade County,598000,33141,2018
253 NE 94th St,25.861856,-80.192262,13.9,166.8,11,92734.875,505265.125,21,205787.25,392212.75,9675,Miami Shores,Miami-Dade County,598000,33138,2017
7400 NE 8th Ave,25.843675,-80.179971,13.9,166.8,11,73123.965,524876.035,21,162268.83,435731.17,7629,Miami,Miami-Dade County,598000,33138,2016
179 N SHORE DR,25.859643,-80.130424,5,60,11,102517.6733,495482.3267,21,227496.1828,370503.8172,10695.63624,Miami Beach,Miami-Dade County,598000,33141,2015
1163 NE 87th St,25.855774,-80.173637,8.5,102,11,99684,497316,21,221208,375792,10400,Miami,Miami-Dade County,597000,33138,2018
716 NE 76th St,25.844783,-80.181857,5.3,63.6,11,77878.125,517621.875,21,172818.75,422681.25,8125,Miami,Miami-Dade County,595500,33138,2019
1595 Biarritz Dr,25.851462,-80.135887,5,60,11,61641.135,533358.865,21,136787.37,458212.63,6431,Miami Beach,Miami-Dade County,595000,33141,2018
410 NE 53rd St,25.824993,-80.186258,1.5,18,11,79076.25,515923.75,21,175477.5,419522.5,8250,Miami,Miami-Dade County,595000,33137,2018
522 NE 68,25.855374,-80.193103,5,60,11,57510,537490,21,127620,467380,6000,Miami,Miami-Dade County,595000,33138,2017
8120 NE 12th Ave,25.850227,-80.174117,13.9,166.8,11,70641.45,524358.55,21,156759.9,438240.1,7370,Miami,Miami-Dade County,595000,33138,2016
740 N Shore Dr,25.860441,-80.140062,1.8,21.6,11,71206.965,523793.035,21,158014.83,436985.17,7429,Miami Beach,Miami-Dade County,595000,33141,2016
7545 BOUNTY AV,25.84655,-80.152861,0.3,3.6,11,65561.4,529438.6,21,145486.8,449513.2,6840,North Bay Village,Miami-Dade County,595000,33141,2016
260 NE 95 ST,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,492482.3267,21,227496.1828,367503.8172,10695.63624,Miami Shores,Miami-Dade County,595000,33138,2014
930 NE 74TH ST,25.843268,-80.177399,1.1,13.2,11,102517.6733,492382.3267,21,227496.1828,367403.8172,10695.63624,Miami,Miami-Dade County,594900,33138,2015
760 NE 74th St,25.843175,-80.180722,7.1,85.2,11,56551.5,532448.5,21,125493,463507,5900,Miami,Miami-Dade County,589000,33138,2018
1063 NE 82nd St,25.850675,-80.175138,5,60,11,89859.375,499140.625,21,199406.25,389593.75,9375,Miami,Miami-Dade County,589000,33138,2018
740 NE 76th St,25.844794,-80.18141,13.9,166.8,11,58947.75,530052.25,21,130810.5,458189.5,6150,Miami,Miami-Dade County,589000,33138,2018
7521 Adventure Ave,25.845524,-80.153698,13.9,166.8,11,68436.9,520563.1,21,151867.8,437132.2,7140,North Bay Village,Miami-Dade County,589000,33141,2017
7549 Adventure Ave,25.846676,-80.153732,5,60,11,68436.9,520563.1,21,151867.8,437132.2,7140,North Bay Village,Miami-Dade County,589000,33141,2017
1192 NE 91 TE,25.863152,-80.192825,7.099999905,85.19999886,11,102517.6733,486482.3267,21,227496.1828,361503.8172,10695.63624,Miami Shores,Miami-Dade County,589000,33138,2015
893 NE 72 ST,25.855374,-80.193103,5,60,11,102517.6733,486482.3267,21,227496.1828,361503.8172,10695.63624,Miami,Miami-Dade County,589000,33138,2015
658 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,486482.3267,21,227496.1828,361503.8172,10695.63624,Miami,Miami-Dade County,589000,33137,2014
1154 Biarritz Dr,25.853616,-80.130642,3.1,37.2,11,65896.875,519103.125,21,146231.25,438768.75,6875,Miami Beach,Miami-Dade County,585000,33141,2018
855 Michael St,25.86022,-80.127963,7.5,90,11,102517.6733,482482.3267,21,227496.1828,357503.8172,10695.63624,Miami Beach,Miami-Dade County,585000,33141,2018
806 NE 92nd St,25.860179,-80.180894,3,36,11,137544.75,447455.25,21,305224.5,279775.5,14350,Miami Shores,Miami-Dade County,585000,33138,2018
521 NE 53rd St,25.825493,-80.184257,0.6,7.2,11,79076.25,505923.75,21,175477.5,409522.5,8250,Miami,Miami-Dade County,585000,33137,2017
541 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,482482.3267,21,227496.1828,357503.8172,10695.63624,Miami,Miami-Dade County,585000,33137,2015
7444 E Gary Ave,25.859978,-80.128522,2.6,31.2,11,102517.6733,477482.3267,21,227496.1828,352503.8172,10695.63624,Miami Beach,Miami-Dade County,580000,33141,2018
9301 NE 2nd Ave,25.86085,-80.192988,5,60,11,134573.4,445426.6,21,298630.8,281369.2,14040,Miami Shores,Miami-Dade County,580000,33138,2016
772 NE 72 Terrace,25.855374,-80.193103,5,60,11,115020,464980,21,255240,324760,12000,Miami,Miami-Dade County,580000,33138,2015
300 N SHORE DR,25.860842,-80.132259,1.3,15.6,11,102517.6733,477482.3267,21,227496.1828,352503.8172,10695.63624,Miami,Miami-Dade County,580000,33141,2015
157 NE 86th St,25.854284,-80.194051,7.1,85.2,11,88766.685,491232.315,21,196981.47,383017.53,9261,El Portal,Miami-Dade County,579999,33138,2019
1471 S Treasure Dr,25.844697,-80.1542,5,60,11,102517.6733,477472.3267,21,227496.1828,352493.8172,10695.63624,North Bay Village,Miami-Dade County,579990,33141,2016
7536 Adventure Ave,25.846172,-80.154253,0.8,9.6,11,68436.9,511463.1,21,151867.8,428032.2,7140,North Bay Village,Miami-Dade County,579900,33141,2018
981 NE 73rd St,25.842971,-80.176628,2,24,11,67861.8,511138.2,21,150591.6,428408.4,7080,Miami,Miami-Dade County,579000,33138,2019
7532 Adventure Ave,25.846004,-80.154247,1,12,11,68436.9,510563.1,21,151867.8,427132.2,7140,North Bay Village,Miami-Dade County,579000,33141,2018
7532 Bounty Ave,25.846027,-80.153366,3.6,43.2,11,68436.9,510563.1,21,151867.8,427132.2,7140,North Bay Village,Miami-Dade County,579000,33141,2017
640 NE 72nd Ter,25.841532,-80.183441,9.2,110.4,11,57989.25,521010.75,21,128683.5,450316.5,6050,Miami,Miami-Dade County,579000,33138,2017
1571 Normandy Dr,25.853003,-80.136936,6.6,79.2,11,102517.6733,476482.3267,21,227496.1828,351503.8172,10695.63624,Miami Beach,Miami-Dade County,579000,33141,2016
