ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,% 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
7300 OCEAN TE,25.858652,-80.120119,0.3,3.6,11,102517.6733,77382.32667,56.98592181,21,227496.1828,-47596.18276,126.4570221,10695.63624,Miami Beach,Miami-Dade County,179900,33141,2017
97 NE 53 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,76982.32667,57.11290993,21,227496.1828,-47996.18276,126.7388205,10695.63624,Miami,Miami-Dade County,179500,33137,2015
337 NE 56th St,25.827523,-80.189138,13.9,166.8,11,102517.6733,76482.32667,57.2724432,21,227496.1828,-48496.18276,127.0928395,10695.63624,Miami,Miami-Dade County,179000,33137,2016
175 NE 60 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,76482.32667,57.2724432,21,227496.1828,-48496.18276,127.0928395,10695.63624,Miami,Miami-Dade County,179000,33137,2015
4720 PINE TREE DR,25.822421,-80.126499,13.9,166.8,11,102517.6733,72482.32667,58.58152762,21,227496.1828,-52496.18276,129.9978187,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2015
651 NE 75 ST,25.855374,-80.193103,5,60,11,102517.6733,72482.32667,58.58152762,21,227496.1828,-52496.18276,129.9978187,10695.63624,Miami,Miami-Dade County,175000,33138,2015
4720 PINE TREE DR,25.822421,-80.126499,5,60,11,102517.6733,72482.32667,58.58152762,21,227496.1828,-52496.18276,129.9978187,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2015
4720 PINETREE DR,25.822421,-80.126499,2.8,33.6,11,102517.6733,72482.32667,58.58152762,21,227496.1828,-52496.18276,129.9978187,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2014
8301 NE 2 CT,25.851476,-80.192724,2,24,11,102517.6733,67482.32667,60.30451372,21,227496.1828,-57496.18276,133.821284,10695.63624,Miami,Miami-Dade County,170000,33138,2015
7933 WEST DR,25.849435,-80.15765,0.3,3.6,11,102517.6733,67481.32667,60.30486846,21,227496.1828,-57497.18276,133.8220712,10695.63624,North Bay Village,Miami-Dade County,169999,33141,2014
4720 Pine Tree Dr,25.822421,-80.126499,5,60,11,102517.6733,67220.32667,60.39759708,21,227496.1828,-57758.18276,134.0278445,10695.63624,Miami Beach,Miami-Dade County,169738,33140,2018
4730 Pine Tree Dr,25.822632,-80.126133,13.9,166.8,11,102517.6733,66482.32667,60.66134517,21,227496.1828,-58496.18276,134.6131259,10695.63624,Miami Beach,Miami-Dade County,169000,33140,2018
4710 Pine Tree Dr,25.822421,-80.126499,5,60,11,102517.6733,66481.32667,60.66170411,21,227496.1828,-58497.18276,134.6139224,10695.63624,Miami Beach,Miami-Dade County,168999,33140,2019
4720 PINE TREE DR,25.822421,-80.126499,3.5,42,11,102517.6733,62482.32667,62.13192323,21,227496.1828,-62496.18276,137.8764744,10695.63624,Miami Beach,Miami-Dade County,165000,33140,2015
129 NE 60th St,25.831128,-80.193722,13.9,166.8,11,43132.5,116867.5,26.9578125,21,95715,64285,59.821875,4500,Miami,Miami-Dade County,160000,33137,2019
226 NE 56 st,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,57482.32667,64.07354583,21,227496.1828,-67496.18276,142.1851142,10695.63624,Miami,Miami-Dade County,160000,33137,2016
4710 Pine Tree Dr,25.822421,-80.126499,13.9,166.8,11,102517.6733,56482.32667,64.47652411,21,227496.1828,-68496.18276,143.0793602,10695.63624,Miami Beach,Miami-Dade County,159000,33140,2016
7506 NE 3 PL,25.843889,-80.191306,2.1,25.2,11,29953.125,120046.875,19.96875,21,66468.75,83531.25,44.3125,3125,Miami,Miami-Dade County,150000,33138,2019
6484 Indian Creek Dr,25.847923,-80.121749,13.9,166.8,11,102517.6733,47482.32667,68.34511555,21,227496.1828,-77496.18276,151.6641218,10695.63624,Miami Beach,Miami-Dade County,150000,33141,2016
367 NE 86 ST,25.855374,-80.193103,3.7,44.4,11,102517.6733,47482.32667,68.34511555,21,227496.1828,-77496.18276,151.6641218,10695.63624,Miami,Miami-Dade County,150000,33138,2015
260 NE 56th St,25.827102,-80.190645,7.1,85.2,11,45528.75,104470.25,30.35270235,21,101032.5,48966.5,67.35544904,4750,Miami,Miami-Dade County,149999,33137,2016
791 NE 87 ST,25.855374,-80.193103,5,60,11,102517.6733,47382.32667,68.39070936,21,227496.1828,-77596.18276,151.7652987,10695.63624,Miami,Miami-Dade County,149900,33138,2013
8279 NE 3 CT,25.851817,-80.191033,0.3,3.6,11,102517.6733,47382.32667,68.39070936,21,227496.1828,-77596.18276,151.7652987,10695.63624,Miami,Miami-Dade County,149900,33138,2015
9029 NE 4th Avenue Rd,25.858492,-80.186084,7.1,85.2,11,102517.6733,46982.32667,68.57369454,21,227496.1828,-77996.18276,152.1713597,10695.63624,Miami Shores,Miami-Dade County,149500,33138,2016
1801 S Treasure Dr #412a,25.845122,-80.147828,13.9,166.8,11,102517.6733,46482.32667,68.8038076,21,227496.1828,-78496.18276,152.6820019,10695.63624,North Bay Village,Miami-Dade County,149000,33141,2018
4730 Pine Tree Dr,25.822632,-80.126133,5,60,11,102517.6733,46482.32667,68.8038076,21,227496.1828,-78496.18276,152.6820019,10695.63624,Miami Beach,Miami-Dade County,149000,33140,2016
4130 Collins Ave,25.813688,-80.123144,3.6,43.2,11,102517.6733,42482.32667,70.70184368,21,227496.1828,-82496.18276,156.8939191,10695.63624,Miami Beach,Miami-Dade County,145000,33140,2018
286 NE 57th St,25.827742,-80.19022,0.4,4.8,11,102517.6733,40482.32667,71.69068065,21,227496.1828,-84496.18276,159.0882397,10695.63624,Miami,Miami-Dade County,143000,33137,2016
1801 S Treasure Dr #306,25.845122,-80.147828,6.6,79.2,11,102517.6733,36482.32667,73.75372182,21,227496.1828,-88496.18276,163.6663185,10695.63624,North Bay Village,Miami-Dade County,139000,33141,2018
315 NE 58 TER,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,36482.32667,73.75372182,21,227496.1828,-88496.18276,163.6663185,10695.63624,Miami,Miami-Dade County,139000,33137,2017
4130 Collins Ave,25.813688,-80.123144,13.9,166.8,11,102517.6733,36482.32667,73.75372182,21,227496.1828,-88496.18276,163.6663185,10695.63624,Miami Beach,Miami-Dade County,139000,33140,2017
4130 Collins Ave,25.813688,-80.123144,0.3,3.6,11,102517.6733,36482.32667,73.75372182,21,227496.1828,-88496.18276,163.6663185,10695.63624,Miami Beach,Miami-Dade County,139000,33140,2016
6498 Collins Ave,25.848261,-80.120582,7.1,85.2,11,102517.6733,32482.32667,75.93901728,21,227496.1828,-92496.18276,168.5156909,10695.63624,Miami Beach,Miami-Dade County,135000,33141,2019
6484 Indian Creek Dr,25.847923,-80.121749,0.4,4.8,11,102517.6733,32482.32667,75.93901728,21,227496.1828,-92496.18276,168.5156909,10695.63624,Miami Beach,Miami-Dade County,135000,33141,2018
7920 EAST DR,25.851006,-80.15769,5,60,11,102517.6733,32482.32667,75.93901728,21,227496.1828,-92496.18276,168.5156909,10695.63624,North Bay Village,Miami-Dade County,135000,33141,2016
285 NE 82nd St,25.850182,-80.191202,5,60,11,64296.18,68203.82,48.52541887,21,142679.16,-10179.16,107.6823849,6708,Miami,Miami-Dade County,132500,33138,2017
4740 Pine Tree Dr,25.822741,-80.12611,7.1,85.2,11,102517.6733,29482.32667,77.66490404,21,227496.1828,-95496.18276,172.345593,10695.63624,Miami Beach,Miami-Dade County,132000,33140,2017
6498 Collins Ave,25.848261,-80.120582,7.1,85.2,11,102517.6733,27482.32667,78.85974872,21,227496.1828,-97496.18276,174.9970637,10695.63624,Miami Beach,Miami-Dade County,130000,33141,2018
6498 Collins ave,25.848261,-80.120582,8.3,99.6,11,102517.6733,27481.32667,78.86035533,21,227496.1828,-97497.18276,174.9984098,10695.63624,Miami Beach,Miami-Dade County,129999,33141,2018
729 NE 85 ST,25.855374,-80.193103,3.9,46.8,11,102517.6733,26482.32667,79.4710646,21,227496.1828,-98496.18276,176.35363,10695.63624,Miami,Miami-Dade County,129000,33138,2014
6494 COLLINS AV,25.848098,-80.120576,2.5,30,11,102517.6733,25382.32667,80.15455303,21,227496.1828,-99596.18276,177.870354,10695.63624,Miami Beach,Miami-Dade County,127900,33141,2014
520 NE 75 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,24482.32667,80.72257743,21,227496.1828,-100496.1828,179.1308526,10695.63624,Miami,Miami-Dade County,127000,33138,2014
4740 Pine Tree Dr,25.822741,-80.12611,0.3,3.6,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Beach,Miami-Dade County,125000,33140,2018
6484 Indian Creek,25.847923,-80.121749,4,48,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,0.3,3.6,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,0.8,9.6,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
8701 NE 4 AV,25.863152,-80.192825,7.1,85.2,11,102517.6733,22482.32667,82.01413866,21,227496.1828,-102496.1828,181.9969462,10695.63624,Miami Shores,Miami-Dade County,125000,33138,2014
6484 Indian Creek Dr,25.847923,-80.121749,7.1,85.2,11,102517.6733,22282.32667,82.14557158,21,227496.1828,-102696.1828,182.288608,10695.63624,Miami Beach,Miami-Dade County,124800,33141,2017
9023 NE 4 RD,25.863152,-80.192825,5,60,11,102517.6733,20482.32667,83.3477019,21,227496.1828,-104496.1828,184.9562461,10695.63624,Miami Shores,Miami-Dade County,123000,33138,2014
7904 WEST DR,25.849217,-80.159782,0.4,4.8,11,102517.6733,17982.32667,85.07690733,21,227496.1828,-106996.1828,188.7935127,10695.63624,North Bay Village,Miami-Dade County,120500,33141,2014
160 NE 60th St,25.830823,-80.193105,13.9,166.8,11,42653.25,77346.75,35.544375,21,94651.5,25348.5,78.87625,4450,Miami,Miami-Dade County,120000,33137,2017
6484 Indian Creek DR,25.847923,-80.121749,5,60,11,102517.6733,17482.32667,85.43139444,21,227496.1828,-107496.1828,189.5801523,10695.63624,Miami Beach,Miami-Dade County,120000,33141,2017
6484 INDIAN CREEK DR,25.847923,-80.121749,0.3,3.6,11,102517.6733,17482.32667,85.43139444,21,227496.1828,-107496.1828,189.5801523,10695.63624,Miami Beach,Miami-Dade County,120000,33141,2015
6490 COLLINS AV,25.847933,-80.12057,3.1,37.2,11,102517.6733,17382.32667,85.50264665,21,227496.1828,-107596.1828,189.7382675,10695.63624,Miami Beach,Miami-Dade County,119900,33141,2014
310 NE 57th St,25.827644,-80.189634,1.1,13.2,11,47925,71075,40.27310924,21,106350,12650,89.3697479,5000,Miami,Miami-Dade County,119000,33137,2018
5701 NE 3rd Ave,25.828135,-80.189787,14.2,170.4,11,102517.6733,12482.32667,89.1458029,21,227496.1828,-112496.1828,197.8227676,10695.63624,Miami,Miami-Dade County,115000,33137,2015
152 NE 60th St,25.83082,-80.193255,0.5,6,11,102517.6733,12482.32667,89.1458029,21,227496.1828,-112496.1828,197.8227676,10695.63624,Miami,Miami-Dade County,115000,33137,2015
8833 NE 4TH AVENUE RD,25.85657,-80.186994,2.6,31.2,11,102517.6733,12482.32667,89.1458029,21,227496.1828,-112496.1828,197.8227676,10695.63624,Miami,Miami-Dade County,115000,33138,2014
6484 Ind.Creek dr,25.851854,-80.138726,13.9,166.8,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2019
6484 Ind. Creek Dr,25.851854,-80.138726,7.1,85.2,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6498 Collins Ave,25.848261,-80.120582,4.6,55.2,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6484 Indian Creek Drive,25.847923,-80.121749,3.3,39.6,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2018
6498 Collins Ave,25.848261,-80.120582,5,60,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2016
6498 Collins Ave,25.848261,-80.120582,13.9,166.8,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2015
6498 COLLINS AV,25.848261,-80.120582,3.6,43.2,11,102517.6733,7482.326669,93.19788485,21,227496.1828,-117496.1828,206.8147116,10695.63624,Miami Beach,Miami-Dade County,110000,33141,2015
6484 Indian Creek Dr,25.847923,-80.121749,3.3,39.6,11,102517.6733,6382.326669,94.13927762,21,227496.1828,-118596.1828,208.9037491,10695.63624,Miami Beach,Miami-Dade County,108900,33141,2017
6484 Indian Creek,25.847923,-80.121749,3.9,46.8,11,102517.6733,2482.326669,97.63587936,21,227496.1828,-122496.1828,216.6630312,10695.63624,Miami Beach,Miami-Dade County,105000,33141,2019
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,2482.326669,97.63587936,21,227496.1828,-122496.1828,216.6630312,10695.63624,Miami Beach,Miami-Dade County,105000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,-1517.673331,101.5026469,21,227496.1828,-126496.1828,225.2437453,10695.63624,Miami Beach,Miami-Dade County,101000,33141,2014
6490 COLLINS AV,25.847933,-80.12057,5,60,11,102517.6733,-2517.673331,102.5176733,21,227496.1828,-127496.1828,227.4961828,10695.63624,Miami Beach,Miami-Dade County,100000,33141,2015
294 NE 57TH ST,25.827744,-80.190067,6.4,76.8,11,102517.6733,-2617.673331,102.6202936,21,227496.1828,-127596.1828,227.7239067,10695.63624,Miami,Miami-Dade County,99900,33137,2015
320 NE 76th St,25.844641,-80.190727,14.2,170.4,11,102517.6733,-2617.673331,102.6202936,21,227496.1828,-127596.1828,227.7239067,10695.63624,Miami,Miami-Dade County,99900,33138,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,-3517.673331,103.5532054,21,227496.1828,-128496.1828,229.794124,10695.63624,Miami Beach,Miami-Dade County,99000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,1.4,16.8,11,102517.6733,-3517.673331,103.5532054,21,227496.1828,-128496.1828,229.794124,10695.63624,Miami Beach,Miami-Dade County,99000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,-4517.673331,104.6098707,21,227496.1828,-129496.1828,232.138962,10695.63624,Miami Beach,Miami-Dade County,98000,33141,2015
6484 Indian Creek Drive,25.847923,-80.121749,13.9,166.8,11,102517.6733,-5517.673331,105.688323,21,227496.1828,-130496.1828,234.5321472,10695.63624,Miami Beach,Miami-Dade County,97000,33141,2018
6484 Indian Creek,25.847923,-80.121749,13.9,166.8,11,102517.6733,-6517.673331,106.7892431,21,227496.1828,-131496.1828,236.9751904,10695.63624,Miami Beach,Miami-Dade County,96000,33141,2016
770 NE 91 ST,25.863152,-80.192825,1.4,16.8,11,102517.6733,-7517.673331,107.9133403,21,227496.1828,-132496.1828,239.4696661,10695.63624,Miami Shores,Miami-Dade County,95000,33138,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,8.5,102,11,102517.6733,-7517.673331,107.9133403,21,227496.1828,-132496.1828,239.4696661,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,-7517.673331,107.9133403,21,227496.1828,-132496.1828,239.4696661,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2015
200 76 ST,25.861147,-80.121384,5,60,11,102517.6733,-7517.673331,107.9133403,21,227496.1828,-132496.1828,239.4696661,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2014
2243 CALAIS DR,25.853279,-80.144687,0.3,3.6,11,102517.6733,-7517.673331,107.9133403,21,227496.1828,-132496.1828,239.4696661,10695.63624,Miami Beach,Miami-Dade County,95000,33141,2012
168 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-9517.673331,110.2340573,21,227496.1828,-134496.1828,244.6195514,10695.63624,Miami,Miami-Dade County,93000,33137,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,8.2,98.4,11,102517.6733,-10517.67333,111.4322536,21,227496.1828,-135496.1828,247.2784595,10695.63624,Miami Beach,Miami-Dade County,92000,33141,2015
6484 INDIAN CREEK,25.847923,-80.121749,5,60,11,102517.6733,-12517.67333,113.9085259,21,227496.1828,-137496.1828,252.7735364,10695.63624,Miami,Miami-Dade County,90000,33141,2016
200 76 ST,25.861147,-80.121384,13.9,166.8,11,102517.6733,-12517.67333,113.9085259,21,227496.1828,-137496.1828,252.7735364,10695.63624,Miami Beach,Miami-Dade County,90000,33141,2014
6484 Indian Creek Drive,25.847923,-80.121749,0.7,8.4,11,102517.6733,-17517.67333,120.6090274,21,227496.1828,-142496.1828,267.642568,10695.63624,Miami Beach,Miami-Dade County,85000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,-22517.67333,128.1470917,21,227496.1828,-147496.1828,284.3702284,10695.63624,Miami Beach,Miami-Dade County,80000,33141,2016
200 76 ST,25.861147,-80.121384,13.9,166.8,11,102517.6733,-22517.67333,128.1470917,21,227496.1828,-147496.1828,284.3702284,10695.63624,Miami Beach,Miami-Dade County,80000,33141,2015
348 NE 58 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-22617.67333,128.307476,21,227496.1828,-147596.1828,284.7261361,10695.63624,Miami,Miami-Dade County,79900,33137,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,-23517.67333,129.7692067,21,227496.1828,-148496.1828,287.9698516,10695.63624,Miami Beach,Miami-Dade County,79000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,5,60,11,102517.6733,-25517.67333,133.1398355,21,227496.1828,-150496.1828,295.449588,10695.63624,Miami Beach,Miami-Dade County,77000,33141,2016
260 NE 58th Ter,25.828942,-80.190737,0.3,3.6,11,39777.75,35222.25,53.037,21,88270.5,-13270.5,117.694,4150,Miami,Miami-Dade County,75000,33137,2016
7701 NE 3 CT,25.847532,-80.189781,1.8,21.6,11,102517.6733,-30017.67333,141.4036874,21,227496.1828,-154996.1828,313.7878383,10695.63624,Miami,Miami-Dade County,72500,33138,2014
315 NE 55TH ST,25.826283,-80.189552,1.8,21.6,11,102517.6733,-33517.67333,148.5763382,21,227496.1828,-158496.1828,329.7046127,10695.63624,Miami,Miami-Dade County,69000,33137,2015
351 NE 77 ST,25.855374,-80.193103,3.6,43.2,11,102517.6733,-34517.67333,150.7612843,21,227496.1828,-159496.1828,334.5532099,10695.63624,Miami,Miami-Dade County,68000,33138,2014
254 NE 58th Ter,25.82894,-80.190889,3.6,43.2,11,39777.75,20222.25,66.29625,21,88270.5,-28270.5,147.1175,4150,Miami,Miami-Dade County,60000,33137,2017
353 NE 57 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-42517.67333,170.8627889,21,227496.1828,-167496.1828,379.1603046,10695.63624,Miami,Miami-Dade County,60000,33137,2015
226 NE 56 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,-42517.67333,170.8627889,21,227496.1828,-167496.1828,379.1603046,10695.63624,Miami,Miami-Dade County,60000,33137,2015
5602 NE 3 AV,25.827281,-80.19005,3.8,45.6,11,102517.6733,-46517.67333,183.0672738,21,227496.1828,-171496.1828,406.2431835,10695.63624,Miami,Miami-Dade County,56000,33137,2014
5980 N Bay Rd,25.842269,-80.131355,13.9,166.8,11,418049.775,32081950.23,1.286307,21,927691.05,31572308.95,2.854434,43615,Miami Beach,Miami-Dade County,32500000,33140,2019
5004 N Bay Rd,25.826125,-80.133161,2.7,32.4,11,206240.445,26293759.56,0.7782658302,21,457666.59,26042333.41,1.727043736,21517,Miami Beach,Miami-Dade County,26500000,33140,2018
5565/5589 Pine Tree Dr,25.834123,-80.123878,6.3,75.6,11,800807.58,23189192.42,3.33808912,21,1777065.96,22212934.04,7.40752797,83548,Miami Beach,Miami-Dade County,23990000,33140,2018
100 La Gorce Circle,25.847262,-80.12662,0.3,3.6,11,745214.58,21754785.42,3.3120648,21,1653699.96,20846300.04,7.3497776,77748,Miami Beach,Miami-Dade County,22500000,33141,2018
6385 Pinetree Drive Cir,25.845853,-80.126169,13.9,166.8,11,419468.355,22080531.65,1.8643038,21,930839.01,21569160.99,4.137062267,43763,Miami Beach,Miami-Dade County,22500000,33141,2018
580 Sabal Palm Rd,25.814632,-80.185615,13.9,166.8,11,244935.09,19755064.91,1.22467545,21,543533.58,19456466.42,2.7176679,25554,Miami,Miami-Dade County,20000000,33137,2017
6650 Allison Rd,25.850376,-80.124851,0.3,3.6,11,236490.705,19713509.3,1.185417068,21,524794.71,19425205.29,2.630549925,24673,Miami Beach,Miami-Dade County,19950000,33141,2019
610 Sabal Palm Rd,25.815418,-80.184767,3,36,11,218538,14281462,1.507158621,21,484956,14015044,3.344524138,22800,Miami,Miami-Dade County,14500000,33137,2019
